movieId,title,year,popularity,genres
218,Boys on the Side,1995,4371,Comedy|Drama
219,"Cure, The",1995,667,Drama
220,Castle Freak,1995,284,Horror
222,Circle of Friends,1995,6251,Drama|Romance
223,Clerks,1994,24866,Comedy
224,Don Juan DeMarco,1995,8987,Comedy|Drama|Romance
225,Disclosure,1994,13225,Drama|Thriller
226,Dream Man,1995,48,Thriller
227,Drop Zone,1994,4774,Action|Thriller
228,Destiny Turns on the Radio,1995,483,Comedy
229,Death and the Maiden,1994,2482,Drama|Thriller
230,Dolores Claiborne,1995,7709,Drama|Thriller
231,Dumb & Dumber (Dumb and Dumber),1994,35539,Adventure|Comedy
232,Eat Drink Man Woman (Yin shi nan nu),1994,6447,Comedy|Drama|Romance
233,Exotica,1994,3560,Drama
234,Exit to Eden,1994,3326,Comedy
235,Ed Wood,1994,17169,Comedy|Drama
236,French Kiss,1995,13314,Action|Comedy|Romance
237,Forget Paris,1995,6689,Comedy|Romance
238,Far From Home: The Adventures of Yellow Dog,1995,859,Adventure|Children
239,"Goofy Movie, A",1995,3625,Animation|Children|Comedy|Romance
240,Hideaway,1995,848,Thriller
241,Fluke,1995,581,Children|Drama
242,Farinelli: il castrato,1994,1109,Drama|Musical
243,Gordy,1995,470,Children|Comedy|Fantasy
244,Gumby: The Movie,1995,298,Animation|Children
245,The Glass Shield,1994,260,Crime|Drama
246,Hoop Dreams,1994,11233,Documentary
247,Heavenly Creatures,1994,8139,Crime|Drama
248,Houseguest,1994,3220,Comedy
249,Immortal Beloved,1994,5123,Drama|Romance
250,Heavyweights (Heavy Weights),1995,955,Children|Comedy
251,"Hunted, The",1995,400,Action
252,I.Q.,1994,10750,Comedy|Romance
253,Interview with the Vampire: The Vampire Chronicles,1994,29227,Drama|Horror
254,Jefferson in Paris,1995,644,Drama
255,"Jerky Boys, The",1995,1115,Comedy
256,Junior,1994,11235,Comedy|Sci-Fi
257,Just Cause,1995,3895,Mystery|Thriller
258,"Kid in King Arthur's Court, A",1995,1768,Adventure|Children|Comedy|Fantasy|Romance
259,Kiss of Death,1995,2045,Crime|Drama|Thriller
260,Star Wars: Episode IV - A New Hope,1977,67092,Action|Adventure|Sci-Fi
261,Little Women,1994,11703,Drama
262,"Little Princess, A",1995,4864,Children|Drama
263,Ladybird Ladybird,1994,404,Drama
264,"Enfer, L'",1994,166,Drama
265,Like Water for Chocolate (Como agua para chocolate),1992,12529,Drama|Fantasy|Romance
266,Legends of the Fall,1994,17161,Drama|Romance|War|Western
267,Major Payne,1995,4337,Comedy
268,Little Odessa,1994,743,Crime|Drama
269,My Crazy Life (Mi vida loca),1993,607,Drama
270,Love Affair,1994,1351,Drama|Romance
271,Losing Isaiah,1995,1294,Drama
272,"Madness of King George, The",1994,8303,Comedy|Drama
273,Mary Shelley's Frankenstein (Frankenstein),1994,8236,Drama|Horror|Sci-Fi
274,Man of the House,1995,1224,Comedy
275,Mixed Nuts,1994,1594,Comedy
276,Milk Money,1994,5658,Comedy|Romance
277,Miracle on 34th Street,1994,10942,Drama
278,Miami Rhapsody,1995,1172,Comedy
279,My Family,1995,951,Drama
280,Murder in the First,1995,5245,Drama|Thriller
281,Nobody's Fool,1994,4040,Comedy|Drama|Romance
282,Nell,1994,12140,Drama
283,New Jersey Drive,1995,243,Crime|Drama
284,New York Cop (Nyû Yôku no koppu),1993,40,Action|Crime
285,Beyond Bedlam,1993,89,Drama|Horror
286,Nemesis 2: Nebula,1995,113,Action|Sci-Fi|Thriller
287,Nina Takes a Lover,1994,333,Comedy|Romance
288,Natural Born Killers,1994,24853,Action|Crime|Thriller
289,Only You,1994,3311,Comedy|Romance
290,Once Were Warriors,1994,4212,Crime|Drama
291,Poison Ivy II,1996,693,Drama|Thriller
292,Outbreak,1995,28014,Action|Drama|Sci-Fi|Thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,29856,Action|Crime|Drama|Thriller
294,"Perez Family, The",1995,861,Comedy|Romance
295,"Pyromaniac's Love Story, A",1995,478,Comedy|Romance
296,Pulp Fiction,1994,79091,Comedy|Crime|Drama|Thriller
297,Panther,1995,271,Drama
298,Pushing Hands (Tui shou),1992,251,Drama
299,Priest,1994,2704,Drama
300,Quiz Show,1994,21399,Drama
301,Picture Bride (Bijo photo),1994,482,Drama|Romance
302,"Queen Margot (Reine Margot, La)",1994,1619,Drama|Romance
303,"Quick and the Dead, The",1995,7637,Action|Thriller|Western
304,Roommates,1995,742,Comedy|Drama
305,Ready to Wear (Pret-A-Porter),1994,3510,Comedy
306,Three Colors: Red (Trois couleurs: Rouge),1994,8127,Drama
307,Three Colors: Blue (Trois couleurs: Bleu),1993,7555,Drama
308,Three Colors: White (Trzy kolory: Bialy),1994,5738,Comedy|Drama
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",1994,466,Drama
310,Rent-a-Kid,1995,258,Comedy
311,Relative Fear,1994,86,Horror|Thriller
312,Stuart Saves His Family,1995,1348,Comedy
313,"Swan Princess, The",1994,1309,Animation|Children
314,"Secret of Roan Inish, The",1994,4240,Children|Drama|Fantasy|Mystery
315,"Specialist, The",1994,12270,Action|Drama|Thriller
316,Stargate,1994,35111,Action|Adventure|Sci-Fi
317,"Santa Clause, The",1994,16971,Comedy|Drama|Fantasy
318,"Shawshank Redemption, The",1994,77887,Crime|Drama
319,Shallow Grave,1994,7966,Comedy|Drama|Thriller
320,Suture,1993,327,Film-Noir|Thriller
321,Strawberry and Chocolate (Fresa y chocolate),1993,954,Drama
322,Swimming with Sharks,1995,3059,Comedy|Drama
324,"Sum of Us, The",1994,480,Comedy|Drama
325,National Lampoon's Senior Trip,1995,1077,Comedy
326,To Live (Huozhe),1994,1414,Drama
327,Tank Girl,1995,8247,Action|Comedy|Sci-Fi
328,Tales from the Crypt Presents: Demon Knight,1995,2517,Horror|Thriller
329,Star Trek: Generations,1994,29242,Adventure|Drama|Sci-Fi
330,Tales from the Hood,1995,1576,Action|Crime|Horror
331,Tom & Viv,1994,572,Drama
332,Village of the Damned,1995,2159,Horror|Sci-Fi
333,Tommy Boy,1995,12243,Comedy
334,Vanya on 42nd Street,1994,1655,Drama
335,Underneath,1995,405,Mystery|Thriller
336,"Walking Dead, The",1995,309,Drama|War
337,What's Eating Gilbert Grape,1993,18745,Drama
338,Virtuosity,1995,4797,Action|Sci-Fi|Thriller
339,While You Were Sleeping,1995,24841,Comedy|Romance
340,"War, The",1994,1498,Adventure|Drama|War
341,Double Happiness,1994,407,Drama
342,Muriel's Wedding,1994,13275,Comedy
343,"Baby-Sitters Club, The",1995,993,Children
344,Ace Ventura: Pet Detective,1994,43210,Comedy
345,"Adventures of Priscilla, Queen of the Desert, The",1994,11579,Comedy|Drama
346,Backbeat,1993,1145,Drama|Musical
347,Bitter Moon,1992,1620,Drama|Film-Noir|Romance
348,Bullets Over Broadway,1994,8433,Comedy
349,Clear and Present Danger,1994,33517,Action|Crime|Drama|Thriller
350,"Client, The",1994,16521,Drama|Mystery|Thriller
351,"Corrina, Corrina",1994,3842,Comedy|Drama|Romance
352,Crooklyn,1994,1372,Comedy|Drama
353,"Crow, The",1994,17078,Action|Crime|Fantasy|Thriller
354,Cobb,1994,1251,Drama
355,"Flintstones, The",1994,11265,Children|Comedy|Fantasy
356,Forrest Gump,1994,81296,Comedy|Drama|Romance|War
357,Four Weddings and a Funeral,1994,28801,Comedy|Romance
358,Higher Learning,1995,2323,Drama
359,I Like It Like That,1994,283,Comedy|Drama|Romance
360,I Love Trouble,1994,2151,Action|Comedy
361,It Could Happen to You,1994,5300,Comedy|Drama|Romance
362,"Jungle Book, The",1994,8919,Adventure|Children|Romance
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",1993,655,Documentary
364,"Lion King, The",1994,41546,Adventure|Animation|Children|Drama|Musical|IMAX
365,Little Buddha,1993,1920,Drama
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1994,2732,Drama|Horror|Mystery|Thriller
367,"Mask, The",1994,35773,Action|Comedy|Crime|Fantasy
368,Maverick,1994,18045,Adventure|Comedy|Western
369,Mrs. Parker and the Vicious Circle,1994,1134,Drama
370,Naked Gun 33 1/3: The Final Insult,1994,16115,Action|Comedy
371,"Paper, The",1994,4381,Comedy|Drama
372,Reality Bites,1994,8984,Comedy|Drama|Romance
373,Red Rock West,1992,3590,Thriller
374,Richie Rich,1994,5687,Children|Comedy
375,Safe Passage,1994,261,Drama
376,"River Wild, The",1994,12991,Action|Thriller
377,Speed,1994,43418,Action|Romance|Thriller
378,Speechless,1994,2386,Comedy|Romance
379,Timecop,1994,6197,Action|Sci-Fi|Thriller
380,True Lies,1994,48631,Action|Adventure|Comedy|Romance|Thriller
381,When a Man Loves a Woman,1994,5571,Drama|Romance
382,Wolf,1994,5876,Drama|Horror|Romance|Thriller
383,Wyatt Earp,1994,5356,Western
384,Bad Company,1995,799,Action|Crime|Drama
385,"Man of No Importance, A",1994,133,Drama
386,S.F.W.,1994,371,Drama
387,"Low Down Dirty Shame, A",1994,724,Action|Comedy
388,Boys Life,1995,569,Drama
389,"Colonel Chabert, Le",1994,208,Drama|Romance|War
390,Faster Pussycat! Kill! Kill!,1965,848,Action|Crime|Drama
391,Jason's Lyric,1994,434,Crime|Drama
392,"Secret Adventures of Tom Thumb, The",1993,282,Adventure|Animation
393,Street Fighter,1994,2276,Action|Adventure|Fantasy
394,Coldblooded,1995,141,Comedy
395,Desert Winds,1995,18,Drama|Fantasy|Romance
396,Fall Time,1995,31,Drama
397,"Fear, The",1995,99,Horror
398,Frank and Ollie,1995,56,Documentary
400,Homage,1995,33,Drama
401,Mirage,1995,22,Action|Thriller
402,Open Season,1996,65,Comedy
404,Brother Minister: The Assassination of Malcolm X,1994,90,Documentary
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994,3761,Action|Fantasy
406,Federal Hill,1994,68,Drama
407,In the Mouth of Madness,1995,1896,Horror|Thriller
408,8 Seconds,1994,693,Drama
409,Above the Rim,1994,465,Crime|Drama
410,Addams Family Values,1993,19710,Children|Comedy|Fantasy
411,Martin Lawrence: You So Crazy,1994,118,Comedy|Documentary
412,"Age of Innocence, The",1993,4712,Drama
413,Airheads,1994,6799,Comedy
414,"Air Up There, The",1994,897,Comedy
415,Another Stakeout,1993,3263,Comedy|Thriller
416,Bad Girls,1994,1818,Western
417,Barcelona,1994,3366,Comedy|Romance
418,Being Human,1993,703,Drama
419,"Beverly Hillbillies, The",1993,5075,Comedy
420,Beverly Hills Cop III,1994,15942,Action|Comedy|Crime|Thriller
421,Black Beauty,1994,1854,Adventure|Children|Drama
422,Blink,1994,1444,Thriller
423,Blown Away,1994,2371,Action|Thriller
424,Blue Chips,1994,772,Drama
425,Blue Sky,1994,897,Drama|Romance
426,Body Snatchers,1993,3395,Horror|Sci-Fi|Thriller
427,Boxing Helena,1993,3485,Drama|Mystery|Romance|Thriller
428,"Bronx Tale, A",1993,5412,Drama
429,Cabin Boy,1994,1533,Comedy
430,Calendar Girl,1993,273,Comedy|Drama
431,Carlito's Way,1993,10144,Crime|Drama
432,City Slickers II: The Legend of Curly's Gold,1994,13745,Adventure|Comedy|Western
433,Clean Slate,1994,1262,Comedy
434,Cliffhanger,1993,27021,Action|Adventure|Thriller
435,Coneheads,1993,14918,Comedy|Sci-Fi
436,Color of Night,1994,1286,Drama|Thriller
437,Cops and Robbersons,1994,1875,Comedy
438,"Cowboy Way, The",1994,1079,Action|Comedy|Drama
439,Dangerous Game,1993,61,Drama
440,Dave,1993,19702,Comedy|Romance
441,Dazed and Confused,1993,9150,Comedy
442,Demolition Man,1993,19493,Action|Adventure|Sci-Fi
443,"Endless Summer 2, The",1994,610,Adventure|Documentary
444,Even Cowgirls Get the Blues,1993,1328,Comedy|Romance
445,Fatal Instinct,1993,1964,Comedy
446,Farewell My Concubine (Ba wang bie ji),1993,3907,Drama|Romance
447,"Favor, The",1994,227,Comedy|Romance
448,Fearless,1993,3080,Drama
449,Fear of a Black Hat,1994,699,Comedy
450,With Honors,1994,3036,Comedy|Drama
451,Flesh and Bone,1993,650,Drama|Mystery|Romance
452,Widows' Peak,1994,1223,Drama
453,For Love or Money,1993,963,Comedy|Romance
454,"Firm, The",1993,26747,Drama|Thriller
455,Free Willy,1993,9520,Adventure|Children|Drama
456,Fresh,1994,965,Crime|Drama|Thriller
457,"Fugitive, The",1993,54403,Thriller
458,Geronimo: An American Legend,1993,1076,Drama|Western
459,"Getaway, The",1994,1154,Action|Adventure|Crime|Drama|Romance|Thriller
460,Getting Even with Dad,1994,936,Comedy
461,Go Fish,1994,922,Drama|Romance
462,"Good Man in Africa, A",1994,207,Action|Adventure
463,Guilty as Sin,1993,422,Crime|Drama|Thriller
464,Hard Target,1993,3240,Action|Adventure|Crime|Thriller
465,Heaven & Earth,1993,746,Action|Drama|War
466,Hot Shots! Part Deux,1993,14786,Action|Comedy|War
467,Live Nude Girls,1995,800,Comedy
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,7993,Comedy|Romance
469,"House of the Spirits, The",1993,1333,Drama|Romance
470,House Party 3,1994,497,Comedy
471,"Hudsucker Proxy, The",1994,11928,Comedy
472,I'll Do Anything,1994,738,Comedy|Drama
473,In the Army Now,1994,1423,Comedy|War
474,In the Line of Fire,1993,19452,Action|Thriller
475,In the Name of the Father,1993,10059,Drama
476,"Inkwell, The",1994,238,Comedy|Drama
477,What's Love Got to Do with It?,1993,4702,Drama|Musical
478,Jimmy Hollywood,1994,286,Comedy|Crime|Drama
479,Judgment Night,1993,1246,Action|Crime|Thriller
480,Jurassic Park,1993,69545,Action|Adventure|Sci-Fi|Thriller
481,Kalifornia,1993,5911,Drama|Thriller
482,Killing Zoe,1994,2797,Crime|Drama|Thriller
483,King of the Hill,1993,607,Drama
484,Lassie,1994,756,Adventure|Children
485,Last Action Hero,1993,14778,Action|Adventure|Comedy|Fantasy
486,Life with Mikey,1993,625,Comedy
487,Lightning Jack,1994,639,Comedy|Western
488,M. Butterfly,1993,562,Drama|Romance
489,Made in America,1993,3124,Comedy
490,Malice,1993,3272,Thriller
491,"Man Without a Face, The",1993,5802,Drama
492,Manhattan Murder Mystery,1993,3255,Comedy|Mystery
493,Menace II Society,1993,3927,Action|Crime|Drama
494,Executive Decision,1996,14198,Action|Adventure|Thriller
495,In the Realm of the Senses (Ai no corrida),1976,694,Drama
496,What Happened Was...,1994,418,Comedy|Drama|Romance|Thriller
497,Much Ado About Nothing,1993,15069,Comedy|Romance
498,Mr. Jones,1993,399,Drama|Romance
499,Mr. Wonderful,1993,417,Comedy|Romance
500,Mrs. Doubtfire,1993,35753,Comedy|Drama
501,Naked,1993,1997,Drama
502,"Next Karate Kid, The",1994,4160,Action|Children|Romance
503,"New Age, The",1994,142,Drama
504,No Escape,1994,1165,Action|Drama|Sci-Fi
505,North,1994,1330,Comedy
506,Orlando,1992,1386,Drama|Fantasy|Romance
507,"Perfect World, A",1993,3379,Crime|Drama|Thriller
508,Philadelphia,1993,20777,Drama
509,"Piano, The",1993,18114,Drama|Romance
510,Poetic Justice,1993,915,Drama
511,"Program, The",1993,1699,Action|Drama
512,"Puppet Masters, The",1994,1262,Horror|Sci-Fi
513,Radioland Murders,1994,585,Comedy|Mystery|Romance
514,"Ref, The",1994,4810,Comedy
515,"Remains of the Day, The",1993,11307,Drama|Romance
516,Renaissance Man,1994,3516,Comedy|Drama
517,Rising Sun,1993,3555,Action|Drama|Mystery
518,"Road to Wellville, The",1994,1257,Comedy
519,RoboCop 3,1993,5636,Action|Crime|Drama|Sci-Fi|Thriller
520,Robin Hood: Men in Tights,1993,16160,Comedy
521,Romeo Is Bleeding,1993,2225,Crime|Thriller
522,Romper Stomper,1992,1310,Action|Drama
523,Ruby in Paradise,1993,941,Drama
524,Rudy,1993,8974,Drama
525,"Saint of Fort Washington, The",1993,178,Drama
526,"Savage Nights (Nuits fauves, Les)",1992,135,Drama
527,Schindler's List,1993,59857,Drama|War
528,"Scout, The",1994,938,Comedy|Drama
529,Searching for Bobby Fischer,1993,11526,Drama
530,Second Best,1994,36,Drama
531,"Secret Garden, The",1993,8971,Children|Drama
532,Serial Mom,1994,6284,Comedy|Crime|Horror
